,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24
Sample_178,-1.8207808,-3.3947558,-2.5836535,1.0432997,3.2660391,1.6389282,3.3123364,0.7086428,-0.43875745,-0.9416802,1.2478834,-0.7515611,-1.0270902,1.0278871,0.038856506,-32.89097,-0.18427241,1.0083992,-0.9528154,1.9404277,-0.62072104,1.7519138,-0.9590096,2.8906336
Sample_179,1.0444283,0.38229918,-3.0615652,-0.184695,2.9082181,0.14526089,2.4337225,0.80959404,-0.1950202,-1.2528336,2.0616112,-2.528133,-0.21342862,-0.9817713,1.4845285,-6.4827538,-0.16283202,0.16366398,-0.35801673,1.0348961,0.31142074,1.3669755,-4.1894646,2.0100474
Sample_180,-1.9972707,-4.5655565,-3.42312,0.381495,3.2107632,0.9001559,3.6399345,1.5391681,-1.2240889,0.63055634,0.86026293,-1.1593549,-0.62591356,-0.27723038,-2.3388364,61.76303,-0.36632055,1.1690438,-2.3229175,2.3015327,0.15832557,-0.009579182,-1.8970249,0.77804834
Sample_181,3.0703602,-0.9445133,-3.6396341,1.1377637,2.7109942,0.6882942,1.9949973,1.5542493,-1.005159,0.32851112,2.514268,-1.7145786,-0.06823939,-0.7359314,-0.73565644,-40.146935,0.70691514,0.2799691,-0.052939415,2.0852988,0.041475475,1.6065259,-1.2101996,1.0419735
Sample_182,0.13412885,-2.1187716,-2.0640578,1.2580146,3.128965,-1.8867991,2.6243944,1.5720291,1.2008424,-1.4737915,0.2371471,-2.3208935,-0.06707162,-0.73346186,-0.23054796,-5.8974323,0.0022528768,-0.5513872,1.7420995,1.9962275,0.14709438,0.859025,3.2036638,1.2242508
Sample_183,0.4930724,-3.0906126,-2.1581006,2.3431082,2.0754972,-2.7514405,1.8479034,0.79024327,-0.015103437,-1.5331306,2.0499625,-2.7009747,2.4887252,-4.7175236,-1.5466173,12.178522,1.3908106,0.83655417,4.6808753,0.6898561,-0.9226658,1.6878796,3.6836936,1.6687119
Sample_184,1.0115932,-2.515964,-3.2955582,1.6529446,2.1977475,0.4871196,4.4878426,1.4644519,-0.26937395,-1.572083,0.8806372,-2.0988796,0.6349701,-2.6384535,-1.3905146,-1.0329857,0.08237401,2.2789912,0.53994715,1.670319,-0.85854954,1.9267385,0.36456323,0.76601505
Sample_185,-0.4407405,-2.4868999,-3.7605445,1.8945808,3.4463148,0.14178522,0.34530306,1.5070468,-0.36101627,-2.9402146,1.9271998,-1.0766579,1.389112,-4.8140597,0.35460627,11.025287,-1.0318537,1.4677062,3.55057,1.882377,0.8216995,0.80291057,-0.9153704,0.9665126
Sample_186,0.8413724,-2.9863539,-3.8011067,1.8445863,3.4916556,-0.8088572,4.640443,1.6933327,0.28274068,-0.64610934,1.9953766,-1.4162413,1.2377288,1.8045979,-2.9405656,9.863354,-0.28134152,0.34631395,-0.38418603,3.0094013,-0.26794583,1.4156958,-4.377752,1.3982085
Sample_187,0.27933636,-0.10216093,-3.1928954,2.2146907,2.3636148,-1.7437017,-0.80363846,0.60039425,0.34573355,-2.146943,1.6660013,-1.8659403,-0.11925632,-2.4517837,1.5715712,8.283982,0.005769938,-0.99522084,1.2565475,2.268443,-0.64249897,1.2014339,-2.3269982,1.9395652
Sample_188,2.442407,-1.7653383,-4.33825,0.85724473,1.7155874,1.8773487,1.1637456,0.59887445,-0.1481108,-2.7256918,1.7617595,0.68372786,1.2945191,-1.1645375,-1.9158249,-0.012065172,0.9329698,2.5288708,0.93573207,1.6519408,-0.22093679,1.6723449,-0.23539466,0.048440933
Sample_189,2.5474854,1.6509588,-2.7522871,1.7297208,2.052495,-0.039795518,1.2084659,0.017394781,0.44652367,-0.05838716,1.2197393,-2.1498148,-2.340724,-2.8645637,0.3775314,-2.3750615,-0.8091191,2.3413234,2.844234,2.277305,-0.04596542,2.8984962,-2.2385375,1.7851369
Sample_190,-0.5601471,-3.9073482,-2.5411224,0.425874,0.41572082,1.5719243,4.8165073,1.6373438,0.49940804,0.36834309,0.8200019,-0.9366629,1.0444618,0.649356,-0.48399925,51.119995,0.88438654,-1.2814097,1.9241242,1.8705089,0.6161151,0.18263662,-2.5161848,1.2757162
Sample_191,0.31897494,-0.6463903,-3.2114973,1.6438441,1.8832228,1.378302,-0.10303187,2.085338,-1.5281311,1.3738422,1.8581994,-1.4199399,-0.5746171,1.6369052,-1.507128,-10.067499,0.426677,4.6446075,2.7376666,1.9674923,-0.2459923,1.9541006,1.8184444,-0.11841774
Sample_192,0.50830007,-3.2209146,-3.288753,0.6804238,1.7120366,0.82659507,1.8870828,2.3660994,-0.3691697,0.56154627,1.4219784,-0.127846,-0.45562768,-3.7695913,-0.4143126,23.255882,-0.39137968,-0.19105798,1.3548903,1.8927399,0.5397304,2.5640073,1.3572583,2.1072721
Sample_193,1.150373,-2.389081,-2.4256063,1.9257942,1.6727481,0.36320195,1.5649874,1.0029782,-0.27860904,-2.1205204,2.2793684,-2.1798317,1.4225495,-0.11907458,-1.9410211,16.211124,0.1979362,0.10568005,2.6938353,2.0088756,0.005207002,2.072116,-0.112930655,-0.20610154
Sample_194,0.47528732,-1.5947359,-3.080058,1.4297402,2.5983863,-1.7280529,3.2192001,1.223999,1.3075609,-1.5777931,2.2108474,-0.8236317,1.4116583,-4.5605307,-1.7629757,-37.396126,0.49586964,0.8931928,1.1748347,1.0877874,0.74050725,-0.20124173,-1.035595,1.9822699
Sample_195,1.2026259,-2.8064888,-3.8016233,0.88775456,2.0615792,-0.71969396,1.8622757,0.0855,0.061955415,-1.4083,1.8945216,-0.7704378,1.0481566,-4.569098,-2.609189,19.743546,-0.012920916,1.692214,3.654306,1.6571991,-0.36936063,2.3528724,2.903099,1.2973213
Sample_196,-1.1014925,-1.7092903,-3.2025716,-0.16665745,2.6069388,0.51761246,-0.8299458,1.3183508,-2.1710844,-1.2893443,2.5476613,-2.442819,1.4313245,0.9638357,0.82519436,5.7442484,0.6225504,0.87749666,-0.007210672,1.6508672,0.68977165,1.4885058,-4.1836176,1.8080361
Sample_197,-1.7233263,-1.5086446,-3.6438935,1.1439955,1.7483461,-0.3179052,2.343702,1.5861815,0.016338553,-0.69443333,2.0480084,-1.433456,-0.06698972,-2.5682936,0.47388315,28.314552,0.78940237,-1.2763159,1.2145619,2.521082,-0.6980343,1.404453,-1.4185624,0.30102164
Sample_198,-1.236959,-1.1213241,-3.507527,1.6734291,3.2260923,-1.4619892,0.39766192,1.451741,0.20331284,-1.288616,2.1326537,-0.74972504,0.62279356,-4.796526,-2.1392868,-13.607803,1.1683426,4.7199965,1.2362776,2.4240162,-0.18332505,0.9486566,0.08545351,0.12354106
Sample_199,0.25686678,1.8029754,-3.0725355,2.330867,1.5797764,0.76369834,0.8148712,1.1627823,-0.20589522,-0.9015578,1.8449206,-3.1414976,-0.8204689,-1.1468326,1.7173376,6.1181626,0.08832915,3.706894,-0.6729864,1.3437471,-0.84834546,1.2672089,-1.4311047,1.0963656
Sample_200,-0.8421962,-5.344093,-2.5534945,1.4970124,2.8403795,0.7907686,1.8624809,1.1618197,-0.012310825,-0.46523166,2.1825647,-1.7515957,3.1050296,-1.3686984,-1.5860674,-33.959686,2.0228875,-0.48917204,3.6871305,2.564091,-1.2820234,0.7265552,-3.5394607,1.4340236
